Sodo_mite,1.20E+18,2020/5/28 7:53,"I stand with every person who has ever been persecuted or discriminated against, for their race, sexuality, gender, faith and all injustice which we see all too often.",,,3
shlofolina,7.12E+17,2020/5/28 7:53,"white people were on those same streets,screaming in officers faces, throwing things,police were calm,no shields.my people protest an unlawful death, injustice in our society, tear gas and bean bags as i watch people dump milk on their eyes.  ",,,34
MicheleStanger,232609304,2020/5/28 7:53,not only the officer who killed him but the ones standing around allowing it should all be tried for murder and accessory.  ,,,1
stxrksreactor,3125609965,2020/5/28 7:53,"George Floyd was fucking murdered, he was murdered in broad fucking daylight and he was INNOCENT,and fuck anyone who think all lives matter when every single day proves that to the law, some lives clearly matter more than others. ",,,3
malaikaaa_x,1.09E+18,2020/5/28 7:53,"and racism in the western world against people of colour needs to be abolished, The system is fucked and we need to make it better.",,,3
97UT0PIA,1.03E+18,2020/5/28 7:53,"The government has failed, law enforcement has failed, people we gave power to have failed. An ongoing issue that has yet to be resolved because voices and cries are yet to be heard, lives are lost and there is no justice,Use your voice, RISE in ANGER.",,,2
A_Boy_With_Luv_,1.19E+18,2020/5/28 7:54,When I heard about this I was horrified at how bad racism in this country can get.,,,3
ColijiaFeliz,190008470,2020/5/28 7:54,"Today my heart is heavy and many other days of the week when senseless murders are committed by racist people against Black people, especially Black men. was murdered needlessly in broad daylight ",,,3
bangchanstrex,2584478784,2020/5/28 7:54,"it is disgusting what happens, should not the police protect the people and not kill them,i hope there going to be consequences for the police officers.",,,1
101nairacom,3458438477,2020/5/28 7:54,"Footage of the riot that broke out in as protesters took to the streets to protest on behalf of - Roomie, view our previous post to take action and call for justice. ",,,4
linamgomezz,1.25E+18,2020/5/28 7:54,We are in a world where people judge you by the color of your skin.,,,3
jonah2354,781446950,2020/5/28 7:54,If we do not hold the scum responsible it will continue to happen.,,,1
Cabana__M,141498605,2020/5/28 7:54,"Every time a black man gets killed on camera, the fake love starts flowing in. ",,,3
ClarissaNelso10,4143530774,2020/5/28 7:54,"Fact is these police officers were racist before they joined the police force.Its the very reason they joined the force in the first place, Generations of racist cops. ",,,13
bradyaccess,8.34E+17,2020/5/28 7:54,"You can also do your part as a non black person by supporting . You do not have to be black to support this movement, but you must be aware of white privilege and the privilege of those who are not black.",,,3
nasajnk,715670167,2020/5/28 7:54,"i should not have to worry about my black family members, especially my brothers, having the giant risk of being fucking killed every time they go out. it makes me sick to my stomach that we are out here getting killed all because of our skin color.",,,3
Just_Menna,173279467,2020/5/28 7:54,"Black people of the US must stand for their rights, if they do not, these killings will not stop and many innocent lives will be lost for the sole reason of having a dark skin .",,,3
wreckedvessel,9.82E+17,2020/5/28 7:54,Not saying I agree with violence and rioting but I will not stopping it.,,,4
klausphoria,1.09E+18,2020/5/28 7:54,"If you think throwing bricks at cop cars and rioting in the streets is going to make a difference, you are incompetent, It will only make things worse. ",,,4
vintagebenders,1.08E+18,2020/5/28 7:54,99.9% of cops are good people. There is idiots in every job field.,,,1
liIjiminvert,1.04E+18,2020/5/28 7:54,"you are literally in NO place to decide how black people should feel  anything not after all these years of discrimination, prejudice and brutality that are STILL happening. They are standing up for THEIR personal freedoms so you either help or take a seat  ",,,3
selstylesline,1.22E+18,2020/5/28 7:54,"let us focus on what actually matters here, which is a man being murdered by a racist piece of shit and how he only got a slap on the wrist for it. ",,,1
ai6yrham,9.11E+17,2020/5/28 7:54,"Things are devolving again, more rioting, tear gas, etc. Looting of the target, rocks being thrown, etc. ",,,4
nanazromanoff,1.22E+18,2020/5/28 7:54,"White people do not experience racism,Stop trying to victimize yourselves whenever the conversation is happening.  you people never have to leave the house fearing your safety because of the color of your skin. ",,,3
fearlouis91,1.02E+18,2020/5/28 7:54,"George Floyd was somebody's son, George Floyd was somebody's cousin,George Floyd was somebody's best friend, George Floyd was a human, George Floyd was murdered by police because of racism, do not let his name go unheard. ",,,2
tbzluna,8.55E+17,2020/5/28 7:54,raising your voice against racism is not being political its about being a proper human.,,,3
SavannahV5sos,1.21E+18,2020/5/28 7:54,"it is so sad that people have to deal with such horrible things just because of the color of their skin. ALWAYS stand up for your fellow humans, We are all ONE no matter our race, sexuality, religion, etc. ",,,3
connor6SHINY,1.25E+18,2020/5/28 7:54,"ALL COPS ARE BASTARDS.THAT INCLUDES YOUR UNCLE, YOUR DAD OR THE GOOD COP IN YOUR TOWN.EVERY FUCKING COP IS A BASTARD AND A PIG.",,,1
erisbaybee,1.22E+18,2020/5/28 7:54,"i just to say and all cops are bastards, they are part of a racist system thank you goodnight",,,1
inejtreasure,1.15E+18,2020/5/28 7:54,if i see a single all lives matter bullshit tweet i am blocking you it takes nothing to be a decent fucking person when a man was murdered for the colour of his skin.,,,3
magluvs,1.11E+18,2020/5/28 7:54,"i can not describe how emotionally broken i am for George Floyd and his family. i can not fathom how disgusted i am by this vicious act, i am utterly stunned. we need this cop behind bars. we need to rise and speak for those who can not. ",,,2
black_royal_she,8.62E+17,2020/5/28 7:54,I sure hope the momentum of seeking justice for and all those slain by police does not fade like so many others in the past. I hope the murderers in this case actually get their due earthly punishment unlike so many others.,,,1
V0GUEBRIEN,3078669443,2020/5/28 7:54,"They did nothing but live while black. They were murdered, justice is not being served. Instead we are told to be quiet and watch our people be murdered on footage. We live in a world where the color of your skin decides if you live or die. ",,,3
bettyswishes,1.11E+18,2020/5/28 7:54,George Floyd was murdered. Those officers need to be held accountable and charged for the murder of the latest victim of institutionalized racism and white supremacy in America. Speak up ,,,3
CLOUDYYUMMY,1.22E+18,2020/5/28 7:54,full solidarity to everyone rioting and protesting for George Floyd in Minneapolis.,,,4
thatgirl8888,7.09E+17,2020/5/28 7:54,"While I know most cops are good people, cops are NOT excused from the law. I hope the man who murdered George Floyd rots in prison for the rest of his life.",,,1
nvmbersix,1.12E+18,2020/5/28 7:54,a white person can walk past an officer with a gun and not get arrested. a black person wearing a black hoodie can be walking through the streets and get arrested. ,,,3
maniclopez,2402365759,2020/5/28 7:55,"make sure to sign all the petitions you see and donate if you can,everything makes a difference and it is important we all speak up.",,,2
honeyjminie,3114357876,2020/5/28 7:55,"I am so sorry this happens, I feel outraged and so much impotence when it comes to all of this.",,,2
yoonflt,1.02E+18,2020/5/28 7:55,i hope those cops rot for the rest of their lives.  ,,,1
C_rea_tion,2734697059,2020/5/28 7:55,"I can not even watch the video without crying , it is sickening my stomach can not take it,what is even more heartbreaking is he will not be the last.",,,2
serinaisspinnin,7.69E+17,2020/5/28 7:55,"those police officers, along with many that have managed to get away with the crimes of their own, should be punished,crimes, by the way, that are way worse than writing a bad check .",,,1
gcfyng,2466237140,2020/5/28 7:55,when will all this mindless hate end.when will black people finally be free and safe. ,,,2
Dagigabox,2733705376,2020/5/28 7:55,Racism is definitely the worlds oldest war.it is also the most unfair and one sided war.,,,3
nemccarthy99,1.22E+18,2020/5/28 7:55,This past month a majority of White Americans protested to leave their home during a government shut down that was put in place for their safety while Black Americans protested for police to stop murdering them. let us talk about white privilege.  ,,,3
sofiacottrill,9.50E+17,2020/5/28 7:55,"we need change,we need action,we need non-Black Americans to use their place of privilege to educate their friends, family, and anyone who will listen on why.",,,2
benevolentloki,1.13E+18,2020/5/28 7:55,if you are white please recognize you are privilege and educate yourself on these topics because even if you do not support white supremacy or are racist etc doing nothing is hurting the cause.,,,3
MakaziweMzana,1.22E+18,2020/5/28 7:55,"the fact that people can think less of someone or treat them differently because of their skin color is absolutely disgusting,what has to happen before people finally acknowledge it and make a change. ",,,3
CamillePerry_,1.14E+18,2020/5/28 7:55,"Being black is not a crime, Stop treating us like it is, Not only are we being killed, but being publicly modern day lynched. ",,,3
MonarchinMN,1.09E+18,2020/5/28 7:55,"let us focus on what actually matters here, which is a man being murdered by a racist piece of shit and how he only got a slap on the wrist for it.",,,1
tobaccoxvanilla,1.25E+18,2020/5/28 7:55,"I would say if you put your thumb down near the intersection of systemic racism, gun lobbies, and white privilege you will be close to the answer. ",,,3
usedtofallin,61077825,2020/5/28 7:55,"as a white person, it is my responsibility to recognize and use my privilege as a means of allying the voices of those who suffer such horrific levels of discrimination that i will never experience and never be able to understand.",,,3
brinaswylie,7.59E+17,2020/5/28 7:55,"Too many of our Brothers and Sisters have lost their lives to police brutality and racism in America,We can not allow this to go on any longer.",,,1
dawnswrath,1.21E+18,2020/5/28 7:55,"this needs to stop, innocent lives need to stop being taken,rest in peace, you did not deserve this at all.",,,2
jiminsfilms,1.06E+18,2020/5/28 7:55,The worst thing we can do is stay silent as people of color are suffering. I may never fully understand the depth of injustice you face in this world but know that I stand with you.,,,3
gromlumity,7.50E+17,2020/5/28 7:55,please take a moment to sign the petition so that the police officers involved in the death of George Floyd are charged immediately.,,,1
periodramaz,1.20E+18,2020/5/28 7:55,My heart goes out to GeorgeFloyd's family. We will not let his murder be swept under the rug. ,,,2
sickotae,7.27E+17,2020/5/28 7:55,I thought I could not dislike anyone anymore than Meghan and just Harry until Floyd happened.,,,2
starlightjazzy,1.21E+18,2020/5/28 7:55,"thank you so much for using your platform to speak up, I do not know why horrible things keep happening to the people who looks like me but I am thankful to know that there are people have our backs and are fighting with us. ",,,2
sweatergoduwu,1.11E+18,2020/5/28 7:55,Being silent in the face of oppression is just as bad as being the oppressor.,,,2
deathsspeII,1.22E+18,2020/5/28 7:55,"the fact that white protesters can bring GUNS to their protests and nothing happens to them but black people can not even protest an innocent black man¡¯s murder without being met with tear gas, SPEAKS VOLUMES. ",,,3
JReun4,1.25E+18,2020/5/28 7:55,"Put the officer in prison for life, This is the saddest thing ever, Its heartbreaking to hear such news.  ",,,1
dibsonbutera,2287533212,2020/5/28 7:55,"my heart really does hurt extra bad today,this situation should never be okay. ",,,2
KMGLOOKS,1.27E+18,2020/5/28 7:55,"I stand with every person who has ever been persecuted or discriminated against, for their race, sexuality, gender, faith and all injustice which we see all too often. I saw a tweet yesterday condemning anger, but anger can create change. ",,,3
SimonaTrajkova4,1.24E+18,2020/5/28 7:55,"We have to love everyone no matter what,It does not mean that they are bad people if they are black,please retweet this or write something like this,so many black people are getting killed.",,,3
Kjnsfiltr,7.34E+17,2020/5/28 7:55,Perhaps if the Minneapolis protesters carried assault rifles and rebel flags they would seem less threatening to the police. ,,,4
CR0NAC0R3,1.16E+18,2020/5/28 7:55,"i do not understand why shit like this continues to happen, like why, it is really fucking upsetting to see the amount of hatred and unjust treatment people get just because of the color of their skin. ",,,3
tearsjennies,1.11E+18,2020/5/28 7:55,"it is not okay to be a bystander in these events now, we all got to do sum about it, even if it is just a little tweet or post, let them know this stuff is not okay.",,,2
bubbletaekiths,889865642,2020/5/28 7:55,my heart breaks for George Floyd and every single Black person in America who fears for their life because of the perpetual systemic and overt racism that exists in our country.,,,3
mzz_idgaf_ck,50521358,2020/5/28 7:55,"heartbreaking murder of George Floyd, demand prosecution of his killers, an end to killing of black and brown citizens, screening of police for racism and violence.",,,1
Lachauntie,1.16E+18,2020/5/28 7:55,"Americans must all speak up, condemn the brutal, racist.",,,3
Baek_potatoes,8.00E+17,2020/5/28 7:55,"We have a problem, Solutions and justice needed, No American should fear the police.",,,1
VersindROBLOX,1.19E+18,2020/5/28 7:55," Pure disgusting, it is so stupid how racism is still a thing, and two white cops MURDERED SOMEONE IN COLD BLOOD, BECAUSE OF THEIR SKIN. ",,,3
BigBlueWaveUSA,9.79E+17,2020/5/28 7:55,"white people, how do we fix this shit, Systemic racism was created in our image,The sadness and shame is not enough. Those are passive feelings,We need rage, we need action,We need big ideas and big movements.",,,1
Electra27524104,1.26E+18,2020/5/28 7:55,"Our world is great turmoil at the moment, but we cannot allow George Floyd slip through the news cycle, Simply put, this man did not deserve to die.",,,2
hyunjjns,1.06E+18,2020/5/28 7:55,No outrage is complete without some good old fashioned looting.,,,4
saturnpoem,94634924,2020/5/28 7:55,I am mad as Hell actually but what I am not going to do is Loot and Riot. But what I am also not going to do is Judge those who are expressing their anger in that way.,,,4
manicfolklore,1.17E+18,2020/5/28 7:55,I am not here for likes but to speak on what is right racial inequality is an issue and the American system has failed the black community not once but several times.,,,3
koosflowr,9.40E+17,2020/5/28 7:55,our deepest condolences to George Floyd's family this man did nothing wrong but Comply.,,,2
vantaejguk,1.22E+18,2020/5/28 7:55,"It signaled that a black man can be killed without consequence. What happened next was predictable.  Nobody has been arrested still for Floyd unjustified death. The response from the community will continue, I have no doubt.",,,2
hellishbucky,766614115,2020/5/28 7:55,"By not arresting and charging the officers responsible for the death of a black man in handcuffs, the law enforcement community in Minneapolis signaled that a black life does not matter.",,,1
MINGIBARBZ,9.34E+17,2020/5/28 7:55,there is more on twitter about riots and looting and less talk about Floyd maybe this is a tactic to shield that killer police officer and the officers that stood by as he pled for breath.,,,1
sunlessheroine,1.00E+18,2020/5/28 7:55,"We want justice for George Floyd and all of the ones that were killed before him. We will not be silenced, we will not tolerate any more murder, Be prepared because a revolution is coming.",,,2
parkjiminiescat,9.58E+17,2020/5/28 7:55,Our stupidity back home in Africa is the reason for the recklessness of  security agents on African Americans and Africans across the world. We do not even know that it is our duty to mount the most pressure when incidents such as the murder of Floyd occurs. ,,,3
_cubchaeng,1.01E+18,2020/5/28 7:55,I am sad for all of the parents who are now sitting down with their black and brown children to remind them of.,,,3
np_stephens,428492984,2020/5/28 7:55,"Mr. Floyd,I have not been able to get you out of my head for 24 hours now. I am so sorry you were not treated with the care, love, and respect you deserved. ",,,2
FeimFama,490364538,2020/5/28 7:55,i have always supported him because he's the only black man in the entertainment industry who constantly supports and uplifts black women. i will support every single movie he'll do in the future. I got you   ,,,3
Lachimola_laa,7.78E+17,2020/5/28 7:55,"People deserve to live, does not matter who you are, where you are from, your skin color, your gender identity, anything. People should be treated equally.",,,3
parallaxten,1.19E+18,2020/5/28 7:55,"The police who did it need to be held to complete account,Rioting is not protesting,Looting is not protesting,There are no excuses, wrong is wrong.",,,4
SE0CUT3,1.26E+18,2020/5/28 7:55,"We need to have a serious conversation about the Police in the US, It is absurd that we do not talk about this more, lets stop the innocent murders by the police, the recent occurrence is not isolated they happen daily.",,,1
spidervalkyrie,3224715903,2020/5/28 7:55,"Had the four police officers been arrested immediately and jailed for their part in the murder of Floyd , the ensuing rioting probably would not have taken place.",,,14
retrocrawf,1.10E+18,2020/5/28 7:55,"Americans burning their country's flag in protest of the regime's police racism and Floyd murder.This flag has been a symbol of invasion, genocide, and theft for many countries around the world for long.",,,3
kiss4chn,1.00E+18,2020/5/28 7:55,Protests have spread to Los Angeles as riots break out across America following the death of George Floyd at the hands of Minneapolis Police Officers. ?,,,4
EmiliaLennoe,8.53E+17,2020/5/28 7:55,"It is not about 1 murder, It is a million, billion insults,both physical and psychological.",,,2
pacifickrill,9.89E+17,2020/5/28 7:55,"When a police officer murders someone, that officer should be held accountable.",,,1
w8odz,2195186774,2020/5/28 7:55,"Anger over the death of George Floyd spilled into the streets of Minneapolis for a second night, with one death, widespread looting and a fire that shrouded the Lake Street neighborhood in smoke.",,,4
ImmaBlueDot,407465636,2020/5/28 7:55,Please go further and demand the other officers on scene are arrested as accomplices. Any one of them could have saved and chose to do NOTHING.,,,1
thankucrawf,9.35E+17,2020/5/28 7:55,white racists do not deserve their privilege.,,,3
joohyunsdyke,2798569940,2020/5/28 7:55,"i will say this, something needs to be done NOW about the racist problem in the US and the least we can do is do research about how we can help stand with our black brothers and sisters. ",,,3
thequiettitle,7.29E+17,2020/5/28 7:55,"i am tired of seeing public of color being murdered without being given justice,i am tired of seeing white people act like we are racist for calling out their privilege,i am tired of hearing friends say that they are scared of being targeted for their race",,,3
jademillar1,293614947,2020/5/28 7:55,"We all BLEED THE SAME we are all EQUAL no one is above anyone remember that,I AM NOT BLACK, but I will fight for you.",,,3
kevinspears18,826318303,2020/5/28 7:55,"I just want all the incredible black people in my life and all over to know that I stand with them. I hope I can do my part to help fight injustice, now and for as long as I am fucking breathing. ",,,3
stylsvogue,1.26E+18,2020/5/28 7:55,"i am white, i am not American, and i have ever experienced racism, i can not understand what it is like. but i am an ally. I know that what happened to George Floyd was the brutal murder of an innocent black man by a white police officer with a history of racism.",,,3
KEEKEE473,169960940,2020/5/28 7:55,"The looting going on in Minnesota right now has NOTHING to do with the rights of Mr. Floyd and social injustice. These people on TV looting stores should be ashamed of them selves,We as people have to do better and care about one another, looting does not help the message.",,,4
poggychair872,1.04E+18,2020/5/28 7:55,"why are no news articles talking about the police using TEAR GAS on peaceful protesters who are asking for justice for George Floyd.people can protest corona with guns, but people can not protest the murder of an innocent man with picket signs.",,,4
arieszeke,1.13E+18,2020/5/28 7:55,"I want to believe in the police force,I so badly want them to be a positive force in our society,But they fucking are not.Innocent people are being killed every fucking day and we only know about some of them.",,,1
megannicoleryan,1.05E+18,2020/5/28 7:55,"My heart broke when I saw the video of George Floyd being murdered by a police officer, it is truly a disgusting world we live in and things need to change. ",,,2
zara_habit,1.24E+18,2020/5/28 7:55,"Exactly, every life matters but when there has just been a murder of a public of color by a white officer, because if every life did matter they would not be killing innocent men or women or children etc. ",,,3
remintola,15894358,2020/5/28 7:55,What an awesome turnout in Minneapolis to protest police involved death of .  ,,,4
comfortdjh,9.07E+17,2020/5/28 7:55,i can not believe we are in 2020 and cops  STILL getting away with this shit.,,,1
godtierkjn,8.17E+17,2020/5/28 7:55,"Different names, Same story,Enough has been enough, we will not stop until our voices are heard. ",,,2
_jjooni,1.18E+18,2020/5/28 7:55," people need to be held responsible and charged with murder immediately, please this is very important .",,,1
DrSFitzPhD,2841499417,2020/5/28 7:55," All of the officers who were at the scene of murder should be criminally charged for their actions, or their failure to act, immediately.  ",,,1
spadezslick,1.15E+18,2020/5/28 7:55,i am truly disgusted by the amount of blatant racism in a system that is supposed to protect everyone regardless of their race.,,,3
Harold64634913,1.26E+18,2020/5/28 7:55,"Racism is a fact we can not normalize, the first step here is go against those who hate people around them just because of live and natural conditions as race, gender, nationality, sexual orientation and ethnic.",,,3
Griz,290736635,2020/5/28 7:55,"George Floyd was murdered,This shit happens on the daily,I am so sad   More police accountability now.Peace to the senselessly murdered people and their families , Bring these cops to justice.",,,1
Toridwn,8.15E+17,2020/5/28 7:55,"The worst thing we can do is stay silent as people of color are suffering, I may never fully understand the depth of injustice you face in this world but know that I stand with you.",,,3
20BrokenHearts,3161257465,2020/5/28 7:55,"i am not black, but i see you,i am not black, but i hear you,i am not black, but i mourn with you, i am not black, but i will fight for you. ",,,3
cyclegibby,112901714,2020/5/28 7:55,"The dead can not cry out for justice, it is a duty of the living to do so for them. ",,,2
WaddupQ,212360797,2020/5/28 7:55,"I have my own deep take on this last death of that man George Floyd. Let me first start by saying the more we share his death video, the more that becomes normal in your head. You are conditioned more and more to think it is normal, No human should watch another die like that.",,,2
soeunies,8.01E+17,2020/5/28 7:55,"i do not feel like some people understand to what extent this issue truly reaches. it is in our education system, our workplaces, and our communities. it is everyone's issue and we are all responsible. stop and think, is this the world you want to live in.",,,2
hesphilosopher,4632272721,2020/5/28 7:55,"it is sad that such a beautiful soul had to be murdered in such a brutal way,in order for people to finally start raising awareness on the police violence towards black people.Please do not forget George like you forgot Eric Garner and every other angel. ",,,2
SparksCorilee,1.11E+18,2020/5/28 7:55,"Guys, there is a lot of racism going around on TikTok. And for all African Americans out there, you are all beautiful and you matter.Do not listen to the haters, Everyone is equal and beautiful inside and out.  ",,,3
trblskit,9.73E+17,2020/5/28 7:55,"I 100% support police officers, but what happened to George Floyd was absolutely not okay. Both police officers should be arrested and sent to prison. Cops are not bad people, but cops like that should NEVER get the privilege to wear a badge.",,,1
idjitvaleska,2181687168,2020/5/28 7:56,I AM FUCKING SICK AND TIRED OF INNOCENT BLACK MEN AND WOMEN GETTING KILLED BY THE FUCKING POLICE SERIOUSLY .,,,1
ringdingbitch,8.56E+17,2020/5/28 7:56,"I honestly feel so disgusted and so hurt for what happened with George Floyd I even can not watch that video one second time,This is why more and more people hate America,May his soul Rest In Peace and may justice be done for those two cowards.",,,2
sunflowerxani,1.02E+18,2020/5/28 7:56,"the sad truth is that even if justice is served for George Floyd, that would not be the end.",,,2
sxftreinhart,1.15E+18,2020/5/28 7:56,"it was so hard to watch the George Floyd video, literally burst into tears, when will this end.",,,2
saltdog1980,1.25E+18,2020/5/28 7:56,So sad that you have to believe that every African American is best to self isolate until Trump is removed as President.,,,6
rosegoldsjm,596033462,2020/5/28 7:56,"let us stop calling George Floyd another victim of police brutality, Its fucking Murder, Plain and simple, When will this shit end.",,,2
rcmvnoff,3167267529,2020/5/28 7:56,"white people brought racism into this world, if we use our privilege to speak up and stand alongside black people in this fight against injustice we can do something about it.",,,3
joannegrace_19,1.11E+18,2020/5/28 7:56,"as a teenage white British girl speaking out about this may not seem like my place but the clips on the news of how George Floyd was treated by literal figures of authority made me feel so sickened and almost brought me to tears, this kind of thing just can not be brushed over.",,,2
hwaluvs,4862377634,2020/5/28 7:56, all the people who i have heard say countless racial slurs and racist comments suddenly posting on their socials about George Floyd and acting innocent.,,,3
jeonieworld,1.10E+18,2020/5/28 7:56," I support police officers, But let us be clear, these are NOT police officers,These are thugs with badges and a gun, Morons at best.",,,1
KatEdmiston,1932816230,2020/5/28 7:56,"I was so angry about those protesters at Michigan's Capitol with their big guns, like big men,George Floyd ,that never should have happened.",,,4
catboyrio,1695341588,2020/5/28 7:56,"because i am fucking tired of being afraid to live in my own skin, i am fucking tired of fearing that my family will be hurt, i am fucking tired of this disgusting world that we live in.",,,3
